"dataElement","period","orgUnit","categoryOptionCombo","attributeOptionCombo","value","storedBy","created","lastUpdated","followUp","comment"
"ADahWTtEFUY","2016Q4","l4wFmU7ozI5","wGxoultJedR","wGxoultJedR","false","Emmanuel Menson","2017-02-24T10:57:54.161+0000","2017-02-24T11:00:46.108+0000",FALSE,"There was stock from October to December 2016"
"OGhGWM5qXlg","2016Q4","Qys519VEcIE","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-24T12:38:18.867+0000","2017-02-24T12:38:18.863+0000",FALSE,NA
"tVr3DNBPDif","2016Q4","Qys519VEcIE","wGxoultJedR","wGxoultJedR","14","Emmanuel Menson","2017-02-24T12:38:23.039+0000","2017-02-24T12:38:23.038+0000",FALSE,NA
"tlN5zuDnVpl","2016Q4","Qys519VEcIE","wGxoultJedR","wGxoultJedR","7","Emmanuel Menson","2017-02-24T12:38:47.673+0000","2017-02-24T12:38:47.671+0000",FALSE,NA
"OkdjDuBoeN2","2016Q4","L6K4xUpdT6c","wGxoultJedR","wGxoultJedR","3","Emmanuel Menson","2017-02-24T11:07:18.001+0000","2017-02-24T11:07:17.999+0000",FALSE,NA
"oXdtI8X8dlF","2016Q4","L6K4xUpdT6c","wGxoultJedR","wGxoultJedR","3","Emmanuel Menson","2017-02-24T11:08:18.387+0000","2017-02-24T11:08:18.379+0000",FALSE,NA
"UOY2PKzbA81","2016Q4","L6K4xUpdT6c","wGxoultJedR","wGxoultJedR","19","Emmanuel Menson","2017-02-24T11:08:26.719+0000","2017-02-24T11:08:26.717+0000",FALSE,NA
"OkdjDuBoeN2","2016Q4","oFne9nSZf6o","wGxoultJedR","wGxoultJedR","3","Emmanuel Menson","2017-02-24T11:25:35.359+0000","2017-02-24T11:25:35.355+0000",FALSE,NA
"tVr3DNBPDif","2016Q4","oFne9nSZf6o","wGxoultJedR","wGxoultJedR","9","Emmanuel Menson","2017-02-24T11:26:07.117+0000","2017-02-24T11:26:07.115+0000",FALSE,NA
"UOY2PKzbA81","2016Q4","oFne9nSZf6o","wGxoultJedR","wGxoultJedR","9","Emmanuel Menson","2017-02-24T11:26:25.938+0000","2017-02-24T11:26:25.936+0000",FALSE,NA
"ZjX6dK8ZNm4","2016Q4","oFne9nSZf6o","wGxoultJedR","wGxoultJedR","1","Emmanuel Menson","2017-02-24T11:26:32.178+0000","2017-02-24T11:26:32.171+0000",FALSE,NA
"lfhUkDW78Ir","2016Q4","sCxJCncD492","wGxoultJedR","wGxoultJedR","false","Emmanuel Menson","2017-02-24T11:29:13.156+0000","2017-02-24T11:29:48.010+0000",FALSE,"From October to December 2016"
"hqQ7P1k0igt","2016Q4","sCxJCncD492","wGxoultJedR","wGxoultJedR","false","Emmanuel Menson","2017-02-24T11:29:59.647+0000","2017-02-24T11:31:20.508+0000",FALSE,"From October to December 2016"
"tlN5zuDnVpl","2016Q4","L6K4xUpdT6c","wGxoultJedR","wGxoultJedR","7","Emmanuel Menson","2017-02-24T11:23:57.664+0000","2017-02-24T11:23:57.662+0000",FALSE,NA
"SgWaQF8It4L","2016Q4","sCxJCncD492","wGxoultJedR","wGxoultJedR","false","Emmanuel Menson","2017-02-24T11:32:31.772+0000","2017-02-24T11:32:39.019+0000",FALSE,"From October to December 2016"
"ADahWTtEFUY","2016Q4","sCxJCncD492","wGxoultJedR","wGxoultJedR","false","Emmanuel Menson","2017-02-24T11:32:22.797+0000","2017-02-24T11:33:09.239+0000",FALSE,"From October to December 2016"
"UOY2PKzbA81","2016Q4","gyOabKSvwfZ","wGxoultJedR","wGxoultJedR","31","Emmanuel Menson","2017-02-24T11:55:44.639+0000","2017-02-24T11:55:44.637+0000",FALSE,NA
"ZjX6dK8ZNm4","2016Q4","gyOabKSvwfZ","wGxoultJedR","wGxoultJedR","1","Emmanuel Menson","2017-02-24T11:55:48.750+0000","2017-02-24T11:55:48.748+0000",FALSE,NA
"wZX2UPMhT1y","2016Q4","gyOabKSvwfZ","wGxoultJedR","wGxoultJedR","6","Emmanuel Menson","2017-02-24T11:56:14.142+0000","2017-02-24T11:56:14.140+0000",FALSE,NA
"OkdjDuBoeN2","2016Q4","Rt00cGFxjRw","wGxoultJedR","wGxoultJedR","3","Emmanuel Menson","2017-02-24T11:58:20.653+0000","2017-02-24T11:58:20.644+0000",FALSE,NA
"MZYkGxCV6RA","2016Q4","Rt00cGFxjRw","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-24T11:58:23.389+0000","2017-02-24T11:58:23.387+0000",FALSE,NA
"ZjX6dK8ZNm4","2016Q4","Rt00cGFxjRw","wGxoultJedR","wGxoultJedR","1","Emmanuel Menson","2017-02-24T11:58:59.864+0000","2017-02-24T11:58:59.862+0000",FALSE,NA
"OkdjDuBoeN2","2016Q4","wQ2YZ8W9HMw","wGxoultJedR","wGxoultJedR","3","Emmanuel Menson","2017-02-24T12:01:30.300+0000","2017-02-24T12:01:30.297+0000",FALSE,NA
"tlN5zuDnVpl","2016Q4","wQ2YZ8W9HMw","wGxoultJedR","wGxoultJedR","9","Emmanuel Menson","2017-02-24T12:02:07.801+0000","2017-02-24T12:02:07.799+0000",FALSE,NA
"OkdjDuBoeN2","2016Q4","tVmbYBtqj9r","wGxoultJedR","wGxoultJedR","3","Emmanuel Menson","2017-02-24T12:05:48.727+0000","2017-02-24T12:05:48.724+0000",FALSE,NA
"MZYkGxCV6RA","2016Q4","tVmbYBtqj9r","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-24T12:05:51.903+0000","2017-02-24T12:05:51.902+0000",FALSE,NA
"OGhGWM5qXlg","2016Q4","tVmbYBtqj9r","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-24T12:05:56.655+0000","2017-02-24T12:05:56.653+0000",FALSE,NA
"tVr3DNBPDif","2016Q4","tVmbYBtqj9r","wGxoultJedR","wGxoultJedR","23","Emmanuel Menson","2017-02-24T12:06:12.931+0000","2017-02-24T12:06:12.930+0000",FALSE,NA
"OkdjDuBoeN2","2016Q4","VBY8GcHvIuE","wGxoultJedR","wGxoultJedR","3","Emmanuel Menson","2017-02-24T12:11:21.526+0000","2017-02-24T12:11:21.524+0000",FALSE,NA
"zzHaQVGkRPA","2016Q4","VBY8GcHvIuE","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-24T12:11:25.046+0000","2017-02-24T12:11:25.043+0000",FALSE,NA
"lfhUkDW78Ir","2016Q4","VBY8GcHvIuE","wGxoultJedR","wGxoultJedR","false","Emmanuel Menson","2017-02-24T12:13:23.239+0000","2017-02-24T12:13:45.709+0000",FALSE,"From October - December 2016"
"MZYkGxCV6RA","2016Q4","cLp813cBWTe","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-24T12:19:10.147+0000","2017-02-24T12:19:10.145+0000",FALSE,NA
"wZX2UPMhT1y","2016Q4","L6K4xUpdT6c","wGxoultJedR","wGxoultJedR","7","Emmanuel Menson","2017-02-24T11:24:02.168+0000","2017-02-24T11:24:02.166+0000",FALSE,NA
"tlN5zuDnVpl","2016Q4","l4wFmU7ozI5","wGxoultJedR","wGxoultJedR","7","Emmanuel Menson","2017-02-24T11:24:52.356+0000","2017-02-24T11:24:52.354+0000",FALSE,NA
"wZX2UPMhT1y","2016Q4","l4wFmU7ozI5","wGxoultJedR","wGxoultJedR","7","Emmanuel Menson","2017-02-24T11:24:53.970+0000","2017-02-24T11:24:53.968+0000",FALSE,NA
"UOY2PKzbA81","2016Q4","sCxJCncD492","wGxoultJedR","wGxoultJedR","15","Emmanuel Menson","2017-02-24T11:28:23.950+0000","2017-02-24T11:28:23.948+0000",FALSE,NA
"ZjX6dK8ZNm4","2016Q4","sCxJCncD492","wGxoultJedR","wGxoultJedR","1","Emmanuel Menson","2017-02-24T11:28:29.377+0000","2017-02-24T11:28:29.375+0000",FALSE,NA
"hMrmLOEq8d1","2016Q4","sCxJCncD492","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-24T11:32:16.284+0000","2017-02-24T11:32:16.279+0000",FALSE,NA
"oXdtI8X8dlF","2016Q4","oFne9nSZf6o","wGxoultJedR","wGxoultJedR","3","Emmanuel Menson","2017-02-24T11:26:15.064+0000","2017-02-24T11:26:15.060+0000",FALSE,NA
"oXdtI8X8dlF","2016Q4","epM9RSd8BVT","wGxoultJedR","wGxoultJedR","3","Emmanuel Menson","2017-02-24T11:34:23.268+0000","2017-02-24T11:34:23.266+0000",FALSE,NA
"tlN5zuDnVpl","2016Q4","epM9RSd8BVT","wGxoultJedR","wGxoultJedR","24","Emmanuel Menson","2017-02-24T11:34:59.211+0000","2017-02-24T11:34:59.209+0000",FALSE,NA
"TDddJVYg8E4","2016Q4","bpis1Qwsa9w","wGxoultJedR","wGxoultJedR","false","Emmanuel Menson","2017-02-24T11:50:03.082+0000","2017-02-24T11:50:41.651+0000",FALSE,"from October to November 2016"
"wZX2UPMhT1y","2016Q4","Rt00cGFxjRw","wGxoultJedR","wGxoultJedR","13","Emmanuel Menson","2017-02-24T11:59:16.873+0000","2017-02-24T11:59:16.870+0000",FALSE,NA
"lfhUkDW78Ir","2016Q4","Rt00cGFxjRw","wGxoultJedR","wGxoultJedR","false","Emmanuel Menson","2017-02-24T11:59:27.077+0000","2017-02-24T11:59:57.771+0000",FALSE,"Stock out was in Oct. 2016"
"MZYkGxCV6RA","2016Q4","wQ2YZ8W9HMw","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-24T12:01:30.462+0000","2017-02-24T12:01:30.454+0000",FALSE,NA
"TDddJVYg8E4","2016Q4","sCxJCncD492","wGxoultJedR","wGxoultJedR","false","Emmanuel Menson","2017-02-24T11:30:26.121+0000","2017-02-24T11:31:03.530+0000",FALSE,"From October to December 2016"
"ZjX6dK8ZNm4","2016Q4","epM9RSd8BVT","wGxoultJedR","wGxoultJedR","1","Emmanuel Menson","2017-02-24T11:34:54.499+0000","2017-02-24T11:34:54.497+0000",FALSE,NA
"wZX2UPMhT1y","2016Q4","bpis1Qwsa9w","wGxoultJedR","wGxoultJedR","7","Emmanuel Menson","2017-02-24T11:45:24.220+0000","2017-02-24T11:45:24.214+0000",FALSE,NA
"wZX2UPMhT1y","2016Q4","CDRcCPeTpim","wGxoultJedR","wGxoultJedR","87","Emmanuel Menson","2017-02-24T11:54:28.926+0000","2017-02-24T11:54:28.925+0000",FALSE,NA
"oXdtI8X8dlF","2016Q4","wQ2YZ8W9HMw","wGxoultJedR","wGxoultJedR","3","Emmanuel Menson","2017-02-24T12:01:53.524+0000","2017-02-24T12:01:53.521+0000",FALSE,NA
"wZX2UPMhT1y","2016Q4","gQaYL5j0hei","wGxoultJedR","wGxoultJedR","4","Emmanuel Menson","2017-02-24T12:16:10.161+0000","2017-02-24T12:16:10.159+0000",FALSE,NA
"zzHaQVGkRPA","2016Q4","cLp813cBWTe","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-24T12:19:11.220+0000","2017-02-24T12:19:11.218+0000",FALSE,NA
"wZX2UPMhT1y","2016Q4","cLp813cBWTe","wGxoultJedR","wGxoultJedR","8","Emmanuel Menson","2017-02-24T12:19:49.406+0000","2017-02-24T12:19:49.404+0000",FALSE,NA
"UOY2PKzbA81","2016Q4","epM9RSd8BVT","wGxoultJedR","wGxoultJedR","22","Emmanuel Menson","2017-02-24T11:34:32.664+0000","2017-02-24T11:34:32.657+0000",FALSE,NA
"ZjX6dK8ZNm4","2016Q4","wT6YqLTfVwJ","wGxoultJedR","wGxoultJedR","1","Emmanuel Menson","2017-02-24T11:36:31.536+0000","2017-02-24T11:36:31.532+0000",FALSE,NA
"hqQ7P1k0igt","2016Q4","wT6YqLTfVwJ","wGxoultJedR","wGxoultJedR","false","Emmanuel Menson","2017-02-24T11:37:01.788+0000","2017-02-24T11:38:01.724+0000",FALSE,"October and December 2016"
"tlN5zuDnVpl","2016Q4","bpis1Qwsa9w","wGxoultJedR","wGxoultJedR","7","Emmanuel Menson","2017-02-24T11:45:23.253+0000","2017-02-24T11:45:23.245+0000",FALSE,NA
"tlN5zuDnVpl","2016Q4","CDRcCPeTpim","wGxoultJedR","wGxoultJedR","87","Emmanuel Menson","2017-02-24T11:54:26.070+0000","2017-02-24T11:54:26.068+0000",FALSE,NA
"OGhGWM5qXlg","2016Q4","Rt00cGFxjRw","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-24T11:58:26.736+0000","2017-02-24T11:58:26.734+0000",FALSE,NA
"tVr3DNBPDif","2016Q4","Rt00cGFxjRw","wGxoultJedR","wGxoultJedR","16","Emmanuel Menson","2017-02-24T11:58:31.719+0000","2017-02-24T11:58:31.717+0000",FALSE,NA
"UOY2PKzbA81","2016Q4","Rt00cGFxjRw","wGxoultJedR","wGxoultJedR","16","Emmanuel Menson","2017-02-24T11:58:44.659+0000","2017-02-24T11:58:44.656+0000",FALSE,NA
"tVr3DNBPDif","2016Q4","wQ2YZ8W9HMw","wGxoultJedR","wGxoultJedR","18","Emmanuel Menson","2017-02-24T12:01:48.415+0000","2017-02-24T12:01:48.412+0000",FALSE,NA
"ZjX6dK8ZNm4","2016Q4","tVmbYBtqj9r","wGxoultJedR","wGxoultJedR","1","Emmanuel Menson","2017-02-24T12:06:27.437+0000","2017-02-24T12:06:27.435+0000",FALSE,NA
"OkdjDuBoeN2","2016Q4","CQaV7d4fwuf","wGxoultJedR","wGxoultJedR","3","Emmanuel Menson","2017-02-24T12:08:52.028+0000","2017-02-24T12:08:52.026+0000",FALSE,NA
"MZYkGxCV6RA","2016Q4","CQaV7d4fwuf","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-24T12:08:54.458+0000","2017-02-24T12:08:54.456+0000",FALSE,NA
"zzHaQVGkRPA","2016Q4","CQaV7d4fwuf","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-24T12:08:55.896+0000","2017-02-24T12:08:55.894+0000",FALSE,NA
"tVr3DNBPDif","2016Q4","CQaV7d4fwuf","wGxoultJedR","wGxoultJedR","24","Emmanuel Menson","2017-02-24T12:09:13.449+0000","2017-02-24T12:09:13.447+0000",FALSE,NA
"tlN5zuDnVpl","2016Q4","CQaV7d4fwuf","wGxoultJedR","wGxoultJedR","10","Emmanuel Menson","2017-02-24T12:09:28.805+0000","2017-02-24T12:09:28.804+0000",FALSE,NA
"ZjX6dK8ZNm4","2016Q4","gQaYL5j0hei","wGxoultJedR","wGxoultJedR","1","Emmanuel Menson","2017-02-24T12:15:41.369+0000","2017-02-24T12:15:41.368+0000",FALSE,NA
"MZYkGxCV6RA","2016Q4","Qys519VEcIE","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-24T12:38:15.420+0000","2017-02-24T12:38:15.418+0000",FALSE,NA
"UOY2PKzbA81","2016Q4","Qys519VEcIE","wGxoultJedR","wGxoultJedR","14","Emmanuel Menson","2017-02-24T12:38:34.682+0000","2017-02-24T12:38:34.678+0000",FALSE,NA
"ZjX6dK8ZNm4","2016Q4","Qys519VEcIE","wGxoultJedR","wGxoultJedR","1","Emmanuel Menson","2017-02-24T12:38:40.006+0000","2017-02-24T12:38:39.999+0000",FALSE,NA
"ZjX6dK8ZNm4","2016Q4","zYO9woJ69qu","wGxoultJedR","wGxoultJedR","1","Emmanuel Menson","2017-02-24T12:39:51.205+0000","2017-02-24T12:39:51.197+0000",FALSE,NA
"wZX2UPMhT1y","2016Q4","epM9RSd8BVT","wGxoultJedR","wGxoultJedR","24","Emmanuel Menson","2017-02-24T11:35:00.837+0000","2017-02-24T11:35:00.835+0000",FALSE,NA
"UOY2PKzbA81","2016Q4","wT6YqLTfVwJ","wGxoultJedR","wGxoultJedR","23","Emmanuel Menson","2017-02-24T11:36:27.025+0000","2017-02-24T11:36:27.023+0000",FALSE,NA
"tlN5zuDnVpl","2016Q4","wT6YqLTfVwJ","wGxoultJedR","wGxoultJedR","7","Emmanuel Menson","2017-02-24T11:36:38.562+0000","2017-02-24T11:36:38.558+0000",FALSE,NA
"wZX2UPMhT1y","2016Q4","wT6YqLTfVwJ","wGxoultJedR","wGxoultJedR","7","Emmanuel Menson","2017-02-24T11:36:41.852+0000","2017-02-24T11:36:41.850+0000",FALSE,NA
"oXdtI8X8dlF","2016Q4","bpis1Qwsa9w","wGxoultJedR","wGxoultJedR","3","Emmanuel Menson","2017-02-24T11:43:51.779+0000","2017-02-24T11:43:51.778+0000",FALSE,NA
"zzHaQVGkRPA","2016Q4","Rt00cGFxjRw","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-24T11:58:25.048+0000","2017-02-24T11:58:25.043+0000",FALSE,NA
"zzHaQVGkRPA","2016Q4","wQ2YZ8W9HMw","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-24T12:01:31.515+0000","2017-02-24T12:01:31.510+0000",FALSE,NA
"OGhGWM5qXlg","2016Q4","wQ2YZ8W9HMw","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-24T12:01:32.762+0000","2017-02-24T12:01:32.755+0000",FALSE,NA
"wZX2UPMhT1y","2016Q4","wQ2YZ8W9HMw","wGxoultJedR","wGxoultJedR","9","Emmanuel Menson","2017-02-24T12:02:08.926+0000","2017-02-24T12:02:08.924+0000",FALSE,NA
"lfhUkDW78Ir","2016Q4","wQ2YZ8W9HMw","wGxoultJedR","wGxoultJedR","false","Emmanuel Menson","2017-02-24T12:03:32.581+0000","2017-02-24T12:04:26.134+0000",FALSE,"250 Amox was stock out in October for two weeks."
"wZX2UPMhT1y","2016Q4","CQaV7d4fwuf","wGxoultJedR","wGxoultJedR","10","Emmanuel Menson","2017-02-24T12:09:31.215+0000","2017-02-24T12:09:31.213+0000",FALSE,NA
"MZYkGxCV6RA","2016Q4","VBY8GcHvIuE","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-24T12:11:23.835+0000","2017-02-24T12:11:23.832+0000",FALSE,NA
"TDddJVYg8E4","2016Q4","gQaYL5j0hei","wGxoultJedR","wGxoultJedR","false","Emmanuel Menson","2017-02-24T12:16:24.711+0000","2017-02-24T12:17:33.321+0000",FALSE,"ACT 2 - 11 years was stock out"
"ZjX6dK8ZNm4","2016Q4","oxYQG9jGsbn","wGxoultJedR","wGxoultJedR","1","Emmanuel Menson","2017-02-24T12:41:45.707+0000","2017-02-24T12:41:45.706+0000",FALSE,NA
"tlN5zuDnVpl","2016Q4","oxYQG9jGsbn","wGxoultJedR","wGxoultJedR","8","Emmanuel Menson","2017-02-24T12:42:27.521+0000","2017-02-24T12:42:27.516+0000",FALSE,NA
"ZjX6dK8ZNm4","2016Q4","Cr3Wn6726c6","wGxoultJedR","wGxoultJedR","1","Emmanuel Menson","2017-02-24T13:00:14.611+0000","2017-02-24T13:00:14.608+0000",FALSE,NA
"zzHaQVGkRPA","2016Q4","r4vNTIbYYkI","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-24T13:02:34.988+0000","2017-02-24T13:02:34.986+0000",FALSE,NA
"OGhGWM5qXlg","2016Q4","r4vNTIbYYkI","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-24T13:02:36.156+0000","2017-02-24T13:02:36.154+0000",FALSE,NA
"oXdtI8X8dlF","2016Q4","hM6hppeglUJ","wGxoultJedR","wGxoultJedR","3","Emmanuel Menson","2017-02-24T13:13:17.818+0000","2017-02-24T13:13:17.811+0000",FALSE,NA
"UOY2PKzbA81","2016Q4","MFwKKp5GeAt","wGxoultJedR","wGxoultJedR","31","Emmanuel Menson","2017-02-24T12:43:35.896+0000","2017-02-24T12:43:35.894+0000",FALSE,NA
"tVr3DNBPDif","2016Q4","Cr3Wn6726c6","wGxoultJedR","wGxoultJedR","27","Emmanuel Menson","2017-02-24T13:00:01.717+0000","2017-02-24T13:00:01.705+0000",FALSE,NA
"UOY2PKzbA81","2016Q4","Cr3Wn6726c6","wGxoultJedR","wGxoultJedR","27","Emmanuel Menson","2017-02-24T13:00:10.189+0000","2017-02-24T13:00:10.182+0000",FALSE,NA
"tlN5zuDnVpl","2016Q4","Cr3Wn6726c6","wGxoultJedR","wGxoultJedR","10","Emmanuel Menson","2017-02-24T13:00:18.641+0000","2017-02-24T13:00:18.637+0000",FALSE,NA
"wZX2UPMhT1y","2016Q4","Cr3Wn6726c6","wGxoultJedR","wGxoultJedR","10","Emmanuel Menson","2017-02-24T13:00:21.335+0000","2017-02-24T13:00:21.332+0000",FALSE,NA
"oXdtI8X8dlF","2016Q4","r4vNTIbYYkI","wGxoultJedR","wGxoultJedR","3","Emmanuel Menson","2017-02-24T13:02:47.146+0000","2017-02-24T13:02:47.144+0000",FALSE,NA
"ZjX6dK8ZNm4","2016Q4","r4vNTIbYYkI","wGxoultJedR","wGxoultJedR","1","Emmanuel Menson","2017-02-24T13:03:00.788+0000","2017-02-24T13:03:00.786+0000",FALSE,NA
"MZYkGxCV6RA","2016Q4","YEK8pItue0K","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-24T13:04:20.749+0000","2017-02-24T13:04:20.746+0000",FALSE,NA
"zzHaQVGkRPA","2016Q4","YEK8pItue0K","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-24T13:04:22.049+0000","2017-02-24T13:04:22.044+0000",FALSE,NA
"tVr3DNBPDif","2016Q4","YEK8pItue0K","wGxoultJedR","wGxoultJedR","35","Emmanuel Menson","2017-02-24T13:04:28.420+0000","2017-02-24T13:04:28.417+0000",FALSE,NA
"lfhUkDW78Ir","2016Q4","TpSlKCM8kqK","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-24T13:08:27.258+0000","2017-02-24T13:08:34.276+0000",FALSE,"Stock out in November 2016"
"zzHaQVGkRPA","2016Q4","bMawM1EYe2A","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-24T13:10:10.873+0000","2017-02-24T13:10:10.870+0000",FALSE,NA
"OGhGWM5qXlg","2016Q4","bMawM1EYe2A","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-24T13:10:11.759+0000","2017-02-24T13:10:11.755+0000",FALSE,NA
"ZjX6dK8ZNm4","2016Q4","bMawM1EYe2A","wGxoultJedR","wGxoultJedR","1","Emmanuel Menson","2017-02-24T13:10:29.015+0000","2017-02-24T13:10:29.012+0000",FALSE,NA
"tVr3DNBPDif","2016Q4","bMawM1EYe2A","wGxoultJedR","wGxoultJedR","4","Emmanuel Menson","2017-02-24T13:10:34.429+0000","2017-02-24T13:10:34.423+0000",FALSE,NA
"tlN5zuDnVpl","2016Q4","bMawM1EYe2A","wGxoultJedR","wGxoultJedR","8","Emmanuel Menson","2017-02-24T13:10:52.395+0000","2017-02-24T13:10:52.389+0000",FALSE,NA
"OkdjDuBoeN2","2016Q4","hM6hppeglUJ","wGxoultJedR","wGxoultJedR","3","Emmanuel Menson","2017-02-24T13:13:06.582+0000","2017-02-24T13:13:06.579+0000",FALSE,NA
"MZYkGxCV6RA","2016Q4","hM6hppeglUJ","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-24T13:13:08.534+0000","2017-02-24T13:13:08.532+0000",FALSE,NA
"hMrmLOEq8d1","2016Q4","hM6hppeglUJ","wGxoultJedR","wGxoultJedR","false","Emmanuel Menson","2017-02-24T13:15:18.667+0000","2017-02-24T13:15:37.713+0000",FALSE,"October 2016"
"oXdtI8X8dlF","2016Q4","lzPS9B316fM","wGxoultJedR","wGxoultJedR","3","Emmanuel Menson","2017-02-24T13:16:15.785+0000","2017-02-24T13:16:15.782+0000",FALSE,NA
"oXdtI8X8dlF","2016Q4","Q82yGimTJbT","wGxoultJedR","wGxoultJedR","3","Emmanuel Menson","2017-02-24T13:26:38.689+0000","2017-02-24T13:26:38.685+0000",FALSE,NA
"tlN5zuDnVpl","2016Q4","Q82yGimTJbT","wGxoultJedR","wGxoultJedR","7","Emmanuel Menson","2017-02-24T13:26:58.113+0000","2017-02-24T13:26:58.110+0000",FALSE,NA
"MZYkGxCV6RA","2016Q4","Qdfau7fR5W1","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-24T13:27:47.209+0000","2017-02-24T13:27:47.208+0000",FALSE,NA
"oXdtI8X8dlF","2016Q4","Qdfau7fR5W1","wGxoultJedR","wGxoultJedR","3","Emmanuel Menson","2017-02-24T13:27:56.785+0000","2017-02-24T13:27:56.783+0000",FALSE,NA
"UOY2PKzbA81","2016Q4","Qdfau7fR5W1","wGxoultJedR","wGxoultJedR","8","Emmanuel Menson","2017-02-24T13:28:03.672+0000","2017-02-24T13:28:03.671+0000",FALSE,NA
"ZjX6dK8ZNm4","2016Q4","Qdfau7fR5W1","wGxoultJedR","wGxoultJedR","1","Emmanuel Menson","2017-02-24T13:28:09.196+0000","2017-02-24T13:28:09.194+0000",FALSE,NA
"tlN5zuDnVpl","2016Q4","Qdfau7fR5W1","wGxoultJedR","wGxoultJedR","5","Emmanuel Menson","2017-02-24T13:28:13.828+0000","2017-02-24T13:28:13.827+0000",FALSE,NA
"UOY2PKzbA81","2016Q4","TiBbiDRTJ8I","wGxoultJedR","wGxoultJedR","51","Emmanuel Menson","2017-02-24T13:29:59.714+0000","2017-02-24T13:29:59.712+0000",FALSE,NA
"oXdtI8X8dlF","2016Q4","djTh19pqo2S","wGxoultJedR","wGxoultJedR","3","Emmanuel Menson","2017-02-24T13:33:01.652+0000","2017-02-24T13:33:01.649+0000",FALSE,NA
"MZYkGxCV6RA","2016Q4","owZZHLgcFbq","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-24T13:34:20.944+0000","2017-02-24T13:34:20.942+0000",FALSE,NA
"zzHaQVGkRPA","2016Q4","owZZHLgcFbq","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-24T13:34:22.609+0000","2017-02-24T13:34:22.607+0000",FALSE,NA
"OGhGWM5qXlg","2016Q4","owZZHLgcFbq","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-24T13:34:24.105+0000","2017-02-24T13:34:24.103+0000",FALSE,NA
"OGhGWM5qXlg","2016Q4","PZjbi2lwP92","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-24T13:36:28.376+0000","2017-02-24T13:36:28.374+0000",FALSE,NA
"MZYkGxCV6RA","2016Q4","vvzUS18bxdi","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-24T13:54:39.437+0000","2017-02-24T13:54:39.435+0000",FALSE,NA
"tlN5zuDnVpl","2016Q4","MFwKKp5GeAt","wGxoultJedR","wGxoultJedR","7","Emmanuel Menson","2017-02-24T12:43:48.502+0000","2017-02-24T12:43:48.498+0000",FALSE,NA
"OGhGWM5qXlg","2016Q4","hM6hppeglUJ","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-24T13:13:11.378+0000","2017-02-24T13:13:11.376+0000",FALSE,NA
"ZjX6dK8ZNm4","2016Q4","lzPS9B316fM","wGxoultJedR","wGxoultJedR","1","Emmanuel Menson","2017-02-24T13:16:52.505+0000","2017-02-24T13:16:52.503+0000",FALSE,NA
"OGhGWM5qXlg","2016Q4","Q82yGimTJbT","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-24T13:26:00.109+0000","2017-02-24T13:26:00.107+0000",FALSE,NA
"OGhGWM5qXlg","2016Q4","TiBbiDRTJ8I","wGxoultJedR","wGxoultJedR","true","Emmanuel Menson","2017-02-24T13:29:39.760+0000","2017-02-24T13:29:39.757+0000",FALSE,NA
"ZjX6dK8ZNm4","2016Q4","TiBbiDRTJ8I","wGxoultJedR","wGxoultJedR","1","Emmanuel Menson","2017-02-24T13:30:13.185+0000","2017-02-24T13:30:13.150+0000",FALSE,NA
